S_No,Location,Zone_Type,Year,Month,Month_Name,Noise_Day_dB,Noise_Night_dB,Base_2008_Day_dB,Base_2008_Night_dB,Zone_Category
22,Moti Nagar,Residential,2024,7,Jul,74.53,66.33,61.47,55.07,Critical
22,Moti Nagar,Residential,2024,8,Aug,74.53,66.41,61.47,55.07,Critical
22,Moti Nagar,Residential,2024,9,Sep,74.29,66.16,61.47,55.07,Critical
22,Moti Nagar,Residential,2024,10,Oct,75.09,66.59,61.47,55.07,Critical
22,Moti Nagar,Residential,2024,11,Nov,74.19,66.25,61.47,55.07,Critical
22,Moti Nagar,Residential,2024,12,Dec,73.2,65.79,61.47,55.07,Critical
23,Mukherji Nagar,Residential,2020,1,Jan,69.4,61.46,62.12,55.04,High
23,Mukherji Nagar,Residential,2020,2,Feb,68.54,61.43,62.12,55.04,High
23,Mukherji Nagar,Residential,2020,3,Mar,68.94,61.69,62.12,55.04,High
23,Mukherji Nagar,Residential,2020,4,Apr,69.53,61.71,62.12,55.04,High
23,Mukherji Nagar,Residential,2020,5,May,69.99,62.6,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2020,6,Jun,69.82,62.99,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2020,7,Jul,70.18,62.74,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2020,8,Aug,69.42,62.49,62.12,55.04,High
23,Mukherji Nagar,Residential,2020,9,Sep,69.04,62.3,62.12,55.04,High
23,Mukherji Nagar,Residential,2020,10,Oct,69.75,62.4,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2020,11,Nov,68.91,61.66,62.12,55.04,High
23,Mukherji Nagar,Residential,2020,12,Dec,69.12,61.35,62.12,55.04,High
23,Mukherji Nagar,Residential,2021,1,Jan,70.87,62.62,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2021,2,Feb,71.22,62.76,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2021,3,Mar,71.6,63.62,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2021,4,Apr,71.4,63.8,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2021,5,May,72.08,63.67,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2021,6,Jun,71.78,63.44,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2021,7,Jul,72.12,63.46,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2021,8,Aug,71.72,63.65,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2021,9,Sep,71.75,63.44,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2021,10,Oct,71.55,63.95,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2021,11,Nov,71.51,63.52,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2021,12,Dec,71.07,62.67,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2022,1,Jan,73.18,64.81,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2022,2,Feb,72.67,64.66,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2022,3,Mar,73.56,64.99,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2022,4,Apr,74.01,65.66,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2022,5,May,74.61,65.04,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2022,6,Jun,74.63,66.03,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2022,7,Jul,74.33,65.86,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2022,8,Aug,74.68,65.64,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2022,9,Sep,73.78,65.44,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2022,10,Oct,73.94,65.34,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2022,11,Nov,73.44,65.5,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2022,12,Dec,72.75,65.19,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2023,1,Jan,73.68,64.71,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2023,2,Feb,73.83,64.6,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2023,3,Mar,74.43,65.8,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2023,4,Apr,74.24,65.77,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2023,5,May,75.56,65.78,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2023,6,Jun,74.56,66.57,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2023,7,Jul,75.57,66.03,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2023,8,Aug,74.88,66.23,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2023,9,Sep,73.98,65.48,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2023,10,Oct,74.97,66.34,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2023,11,Nov,74.41,65.27,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2023,12,Dec,74.47,65.07,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2024,1,Jan,74.05,65.63,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2024,2,Feb,75.0,65.89,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2024,3,Mar,75.05,66.07,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2024,4,Apr,75.2,66.3,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2024,5,May,74.47,66.24,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2024,6,Jun,75.78,66.18,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2024,7,Jul,75.63,66.37,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2024,8,Aug,75.88,66.7,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2024,9,Sep,74.79,65.98,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2024,10,Oct,75.15,66.09,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2024,11,Nov,74.96,65.7,62.12,55.04,Critical
23,Mukherji Nagar,Residential,2024,12,Dec,73.93,65.82,62.12,55.04,Critical
24,Nand Nagri,Residential,2020,1,Jan,67.35,61.78,60.79,55.45,High
24,Nand Nagri,Residential,2020,2,Feb,67.66,61.93,60.79,55.45,High
24,Nand Nagri,Residential,2020,3,Mar,67.9,62.67,60.79,55.45,High
24,Nand Nagri,Residential,2020,4,Apr,68.09,62.76,60.79,55.45,High
24,Nand Nagri,Residential,2020,5,May,68.19,62.76,60.79,55.45,High
24,Nand Nagri,Residential,2020,6,Jun,68.52,62.8,60.79,55.45,High
24,Nand Nagri,Residential,2020,7,Jul,68.33,62.46,60.79,55.45,High
24,Nand Nagri,Residential,2020,8,Aug,67.9,62.63,60.79,55.45,High
24,Nand Nagri,Residential,2020,9,Sep,67.8,62.45,60.79,55.45,High
24,Nand Nagri,Residential,2020,10,Oct,68.08,62.86,60.79,55.45,High
24,Nand Nagri,Residential,2020,11,Nov,68.15,62.23,60.79,55.45,High
24,Nand Nagri,Residential,2020,12,Dec,66.82,61.81,60.79,55.45,High
24,Nand Nagri,Residential,2021,1,Jan,68.91,63.41,60.79,55.45,Critical
24,Nand Nagri,Residential,2021,2,Feb,68.99,63.23,60.79,55.45,Critical
24,Nand Nagri,Residential,2021,3,Mar,69.62,63.97,60.79,55.45,Critical
24,Nand Nagri,Residential,2021,4,Apr,70.34,63.95,60.79,55.45,Critical
24,Nand Nagri,Residential,2021,5,May,70.23,64.04,60.79,55.45,Critical
24,Nand Nagri,Residential,2021,6,Jun,70.59,64.27,60.79,55.45,Critical
24,Nand Nagri,Residential,2021,7,Jul,70.63,63.88,60.79,55.45,Critical
24,Nand Nagri,Residential,2021,8,Aug,69.96,64.31,60.79,55.45,Critical
24,Nand Nagri,Residential,2021,9,Sep,69.97,64.83,60.79,55.45,Critical
24,Nand Nagri,Residential,2021,10,Oct,70.24,63.92,60.79,55.45,Critical
24,Nand Nagri,Residential,2021,11,Nov,69.76,63.39,60.79,55.45,Critical
24,Nand Nagri,Residential,2021,12,Dec,69.27,63.37,60.79,55.45,Critical
24,Nand Nagri,Residential,2022,1,Jan,71.67,64.96,60.79,55.45,Critical
24,Nand Nagri,Residential,2022,2,Feb,71.45,65.03,60.79,55.45,Critical
24,Nand Nagri,Residential,2022,3,Mar,72.7,65.42,60.79,55.45,Critical
24,Nand Nagri,Residential,2022,4,Apr,73.03,65.96,60.79,55.45,Critical
24,Nand Nagri,Residential,2022,5,May,72.79,66.03,60.79,55.45,Critical
24,Nand Nagri,Residential,2022,6,Jun,72.96,65.54,60.79,55.45,Critical
24,Nand Nagri,Residential,2022,7,Jul,72.49,66.27,60.79,55.45,Critical
24,Nand Nagri,Residential,2022,8,Aug,72.28,65.4,60.79,55.45,Critical
24,Nand Nagri,Residential,2022,9,Sep,72.08,66.13,60.79,55.45,Critical
24,Nand Nagri,Residential,2022,10,Oct,72.8,65.8,60.79,55.45,Critical
24,Nand Nagri,Residential,2022,11,Nov,72.38,65.41,60.79,55.45,Critical
24,Nand Nagri,Residential,2022,12,Dec,70.82,64.94,60.79,55.45,Critical
24,Nand Nagri,Residential,2023,1,Jan,72.53,65.54,60.79,55.45,Critical
24,Nand Nagri,Residential,2023,2,Feb,72.0,65.63,60.79,55.45,Critical
24,Nand Nagri,Residential,2023,3,Mar,73.36,66.51,60.79,55.45,Critical
24,Nand Nagri,Residential,2023,4,Apr,73.79,66.17,60.79,55.45,Critical
24,Nand Nagri,Residential,2023,5,May,73.32,65.97,60.79,55.45,Critical
24,Nand Nagri,Residential,2023,6,Jun,73.99,66.27,60.79,55.45,Critical
24,Nand Nagri,Residential,2023,7,Jul,73.29,66.19,60.79,55.45,Critical
24,Nand Nagri,Residential,2023,8,Aug,72.66,66.07,60.79,55.45,Critical
24,Nand Nagri,Residential,2023,9,Sep,72.46,65.96,60.79,55.45,Critical
24,Nand Nagri,Residential,2023,10,Oct,72.68,66.57,60.79,55.45,Critical
24,Nand Nagri,Residential,2023,11,Nov,72.16,66.09,60.79,55.45,Critical
24,Nand Nagri,Residential,2023,12,Dec,72.59,65.57,60.79,55.45,Critical
24,Nand Nagri,Residential,2024,1,Jan,72.31,65.95,60.79,55.45,Critical
24,Nand Nagri,Residential,2024,2,Feb,73.27,66.18,60.79,55.45,Critical
24,Nand Nagri,Residential,2024,3,Mar,73.09,66.57,60.79,55.45,Critical
24,Nand Nagri,Residential,2024,4,Apr,73.16,66.82,60.79,55.45,Critical
24,Nand Nagri,Residential,2024,5,May,74.06,66.73,60.79,55.45,Critical
24,Nand Nagri,Residential,2024,6,Jun,73.76,66.75,60.79,55.45,Critical
24,Nand Nagri,Residential,2024,7,Jul,74.11,67.29,60.79,55.45,Critical
24,Nand Nagri,Residential,2024,8,Aug,73.35,66.86,60.79,55.45,Critical
24,Nand Nagri,Residential,2024,9,Sep,72.57,66.34,60.79,55.45,Critical
24,Nand Nagri,Residential,2024,10,Oct,73.59,66.45,60.79,55.45,Critical
24,Nand Nagri,Residential,2024,11,Nov,72.93,66.22,60.79,55.45,Critical
24,Nand Nagri,Residential,2024,12,Dec,72.92,66.06,60.79,55.45,Critical
25,Naraouji Nagar,Residential,2020,1,Jan,66.69,59.46,61.2,53.83,High
25,Naraouji Nagar,Residential,2020,2,Feb,67.55,60.34,61.2,53.83,High
25,Naraouji Nagar,Residential,2020,3,Mar,67.19,60.35,61.2,53.83,High
25,Naraouji Nagar,Residential,2020,4,Apr,68.38,61.12,61.2,53.83,High
25,Naraouji Nagar,Residential,2020,5,May,68.74,61.01,61.2,53.83,High
25,Naraouji Nagar,Residential,2020,6,Jun,69.15,60.46,61.2,53.83,High
25,Naraouji Nagar,Residential,2020,7,Jul,69.2,61.06,61.2,53.83,High
25,Naraouji Nagar,Residential,2020,8,Aug,68.79,61.98,61.2,53.83,High
25,Naraouji Nagar,Residential,2020,9,Sep,67.56,61.12,61.2,53.83,High
25,Naraouji Nagar,Residential,2020,10,Oct,68.48,60.89,61.2,53.83,High
25,Naraouji Nagar,Residential,2020,11,Nov,68.27,60.37,61.2,53.83,High
25,Naraouji Nagar,Residential,2020,12,Dec,67.56,60.3,61.2,53.83,High
25,Naraouji Nagar,Residential,2021,1,Jan,68.98,61.83,61.2,53.83,High
25,Naraouji Nagar,Residential,2021,2,Feb,69.62,61.36,61.2,53.83,High
25,Naraouji Nagar,Residential,2021,3,Mar,70.11,62.38,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2021,4,Apr,70.38,62.31,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2021,5,May,70.6,62.63,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2021,6,Jun,71.36,63.15,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2021,7,Jul,70.82,62.7,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2021,8,Aug,70.63,62.69,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2021,9,Sep,70.1,62.32,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2021,10,Oct,70.51,62.28,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2021,11,Nov,70.33,62.08,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2021,12,Dec,69.74,61.76,61.2,53.83,High
25,Naraouji Nagar,Residential,2022,1,Jan,72.42,63.5,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2022,2,Feb,72.34,63.16,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2022,3,Mar,72.13,63.89,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2022,4,Apr,73.14,64.24,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2022,5,May,72.85,63.93,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2022,6,Jun,72.63,64.08,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2022,7,Jul,73.49,63.96,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2022,8,Aug,73.05,63.84,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2022,9,Sep,72.72,63.36,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2022,10,Oct,72.82,63.0,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2022,11,Nov,72.42,63.11,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2022,12,Dec,72.47,63.53,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2023,1,Jan,72.58,64.16,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2023,2,Feb,72.21,64.32,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2023,3,Mar,73.46,64.03,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2023,4,Apr,73.84,63.97,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2023,5,May,73.36,64.32,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2023,6,Jun,73.68,64.38,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2023,7,Jul,74.18,64.52,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2023,8,Aug,73.53,64.23,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2023,9,Sep,72.46,64.28,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2023,10,Oct,72.63,64.38,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2023,11,Nov,72.54,64.7,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2023,12,Dec,72.95,63.83,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2024,1,Jan,73.6,63.85,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2024,2,Feb,73.51,64.26,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2024,3,Mar,73.9,64.88,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2024,4,Apr,74.38,64.79,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2024,5,May,73.73,64.61,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2024,6,Jun,74.54,65.13,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2024,7,Jul,73.94,65.72,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2024,8,Aug,74.7,64.98,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2024,9,Sep,73.92,64.54,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2024,10,Oct,73.71,64.82,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2024,11,Nov,73.89,64.13,61.2,53.83,Critical
25,Naraouji Nagar,Residential,2024,12,Dec,73.42,64.15,61.2,53.83,Critical
26,New Friends Colony,Residential,2020,1,Jan,67.39,61.29,61.67,55.05,High
26,New Friends Colony,Residential,2020,2,Feb,68.18,62.22,61.67,55.05,High
26,New Friends Colony,Residential,2020,3,Mar,69.07,61.55,61.67,55.05,High
26,New Friends Colony,Residential,2020,4,Apr,69.34,61.69,61.67,55.05,High
26,New Friends Colony,Residential,2020,5,May,69.88,62.21,61.67,55.05,Critical
26,New Friends Colony,Residential,2020,6,Jun,69.61,62.95,61.67,55.05,Critical
26,New Friends Colony,Residential,2020,7,Jul,68.94,62.03,61.67,55.05,High
26,New Friends Colony,Residential,2020,8,Aug,68.92,62.56,61.67,55.05,High
26,New Friends Colony,Residential,2020,9,Sep,68.34,61.2,61.67,55.05,High
26,New Friends Colony,Residential,2020,10,Oct,68.97,62.42,61.67,55.05,High
26,New Friends Colony,Residential,2020,11,Nov,69.33,61.81,61.67,55.05,High
26,New Friends Colony,Residential,2020,12,Dec,68.19,62.0,61.67,55.05,High
26,New Friends Colony,Residential,2021,1,Jan,69.4,62.93,61.67,55.05,Critical
26,New Friends Colony,Residential,2021,2,Feb,70.43,63.28,61.67,55.05,Critical
26,New Friends Colony,Residential,2021,3,Mar,70.65,63.46,61.67,55.05,Critical
26,New Friends Colony,Residential,2021,4,Apr,70.15,63.45,61.67,55.05,Critical
26,New Friends Colony,Residential,2021,5,May,71.63,63.56,61.67,55.05,Critical
26,New Friends Colony,Residential,2021,6,Jun,71.67,64.18,61.67,55.05,Critical
26,New Friends Colony,Residential,2021,7,Jul,71.31,64.0,61.67,55.05,Critical
26,New Friends Colony,Residential,2021,8,Aug,70.76,63.69,61.67,55.05,Critical
26,New Friends Colony,Residential,2021,9,Sep,71.19,63.6,61.67,55.05,Critical
26,New Friends Colony,Residential,2021,10,Oct,70.92,63.82,61.67,55.05,Critical
26,New Friends Colony,Residential,2021,11,Nov,71.14,62.84,61.67,55.05,Critical
26,New Friends Colony,Residential,2021,12,Dec,70.81,63.05,61.67,55.05,Critical
26,New Friends Colony,Residential,2022,1,Jan,72.52,65.01,61.67,55.05,Critical
26,New Friends Colony,Residential,2022,2,Feb,72.0,64.54,61.67,55.05,Critical
26,New Friends Colony,Residential,2022,3,Mar,72.93,64.81,61.67,55.05,Critical
26,New Friends Colony,Residential,2022,4,Apr,74.04,64.99,61.67,55.05,Critical
26,New Friends Colony,Residential,2022,5,May,73.43,65.51,61.67,55.05,Critical
26,New Friends Colony,Residential,2022,6,Jun,73.37,65.53,61.67,55.05,Critical
26,New Friends Colony,Residential,2022,7,Jul,73.78,65.45,61.67,55.05,Critical
26,New Friends Colony,Residential,2022,8,Aug,73.31,65.19,61.67,55.05,Critical
26,New Friends Colony,Residential,2022,9,Sep,72.54,65.25,61.67,55.05,Critical
26,New Friends Colony,Residential,2022,10,Oct,74.05,65.36,61.67,55.05,Critical
26,New Friends Colony,Residential,2022,11,Nov,73.14,65.26,61.67,55.05,Critical
26,New Friends Colony,Residential,2022,12,Dec,72.04,65.26,61.67,55.05,Critical
26,New Friends Colony,Residential,2023,1,Jan,73.03,65.64,61.67,55.05,Critical
26,New Friends Colony,Residential,2023,2,Feb,72.86,65.8,61.67,55.05,Critical
26,New Friends Colony,Residential,2023,3,Mar,73.96,65.72,61.67,55.05,Critical
26,New Friends Colony,Residential,2023,4,Apr,74.04,65.68,61.67,55.05,Critical
26,New Friends Colony,Residential,2023,5,May,74.73,65.99,61.67,55.05,Critical
26,New Friends Colony,Residential,2023,6,Jun,73.66,65.81,61.67,55.05,Critical
26,New Friends Colony,Residential,2023,7,Jul,74.18,66.14,61.67,55.05,Critical
26,New Friends Colony,Residential,2023,8,Aug,73.93,66.22,61.67,55.05,Critical
26,New Friends Colony,Residential,2023,9,Sep,72.97,65.69,61.67,55.05,Critical
26,New Friends Colony,Residential,2023,10,Oct,73.22,66.08,61.67,55.05,Critical
26,New Friends Colony,Residential,2023,11,Nov,73.61,65.68,61.67,55.05,Critical
26,New Friends Colony,Residential,2023,12,Dec,72.8,65.63,61.67,55.05,Critical
26,New Friends Colony,Residential,2024,1,Jan,74.07,65.73,61.67,55.05,Critical
26,New Friends Colony,Residential,2024,2,Feb,73.8,65.82,61.67,55.05,Critical
26,New Friends Colony,Residential,2024,3,Mar,74.07,66.21,61.67,55.05,Critical
26,New Friends Colony,Residential,2024,4,Apr,75.31,66.47,61.67,55.05,Critical
26,New Friends Colony,Residential,2024,5,May,74.66,66.46,61.67,55.05,Critical
26,New Friends Colony,Residential,2024,6,Jun,74.63,66.72,61.67,55.05,Critical
26,New Friends Colony,Residential,2024,7,Jul,75.13,65.89,61.67,55.05,Critical
26,New Friends Colony,Residential,2024,8,Aug,74.19,66.17,61.67,55.05,Critical
26,New Friends Colony,Residential,2024,9,Sep,74.33,65.69,61.67,55.05,Critical
26,New Friends Colony,Residential,2024,10,Oct,74.81,66.33,61.67,55.05,Critical
26,New Friends Colony,Residential,2024,11,Nov,74.27,65.72,61.67,55.05,Critical
26,New Friends Colony,Residential,2024,12,Dec,74.27,66.15,61.67,55.05,Critical
27,Pahar Ganj,Commercial,2020,1,Jan,67.14,63.41,63.53,58.49,High
27,Pahar Ganj,Commercial,2020,2,Feb,67.73,63.58,63.53,58.49,High
27,Pahar Ganj,Commercial,2020,3,Mar,67.97,64.21,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2020,4,Apr,67.57,64.59,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2020,5,May,68.66,64.27,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2020,6,Jun,68.79,64.58,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2020,7,Jul,67.94,64.94,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2020,8,Aug,68.35,64.42,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2020,9,Sep,68.51,63.78,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2020,10,Oct,68.52,64.21,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2020,11,Nov,68.37,63.35,63.53,58.49,High
27,Pahar Ganj,Commercial,2020,12,Dec,67.49,63.51,63.53,58.49,High
27,Pahar Ganj,Commercial,2021,1,Jan,71.0,66.23,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2021,2,Feb,70.75,65.98,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2021,3,Mar,71.49,66.22,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2021,4,Apr,72.17,66.58,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2021,5,May,70.97,66.78,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2021,6,Jun,71.91,66.6,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2021,7,Jul,71.64,67.02,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2021,8,Aug,72.36,66.88,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2021,9,Sep,71.39,66.73,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2021,10,Oct,71.65,66.58,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2021,11,Nov,71.07,65.96,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2021,12,Dec,70.87,66.24,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2022,1,Jan,74.79,68.77,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2022,2,Feb,74.65,69.17,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2022,3,Mar,75.0,69.52,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2022,4,Apr,75.43,69.26,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2022,5,May,75.54,69.54,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2022,6,Jun,76.72,70.04,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2022,7,Jul,76.52,69.95,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2022,8,Aug,75.39,69.49,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2022,9,Sep,75.32,69.79,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2022,10,Oct,75.35,69.86,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2022,11,Nov,75.89,69.84,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2022,12,Dec,74.87,69.2,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2023,1,Jan,76.74,69.4,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2023,2,Feb,75.42,69.13,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2023,3,Mar,76.82,69.43,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2023,4,Apr,76.68,70.32,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2023,5,May,77.2,70.52,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2023,6,Jun,77.42,70.97,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2023,7,Jul,76.75,70.29,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2023,8,Aug,76.52,70.54,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2023,9,Sep,76.99,70.23,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2023,10,Oct,77.3,69.94,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2023,11,Nov,77.2,70.45,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2023,12,Dec,76.32,70.22,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2024,1,Jan,76.17,70.23,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2024,2,Feb,76.74,70.71,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2024,3,Mar,77.11,71.02,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2024,4,Apr,78.38,71.2,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2024,5,May,78.24,70.89,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2024,6,Jun,77.99,71.76,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2024,7,Jul,78.44,71.28,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2024,8,Aug,77.66,70.48,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2024,9,Sep,77.2,71.46,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2024,10,Oct,77.32,71.15,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2024,11,Nov,77.93,70.41,63.53,58.49,Critical
27,Pahar Ganj,Commercial,2024,12,Dec,77.1,70.77,63.53,58.49,Critical
28,Paschim Vihar,Residential,2020,1,Jan,65.45,59.15,59.39,52.29,High
28,Paschim Vihar,Residential,2020,2,Feb,64.98,58.71,59.39,52.29,High
28,Paschim Vihar,Residential,2020,3,Mar,66.08,58.92,59.39,52.29,High
28,Paschim Vihar,Residential,2020,4,Apr,66.63,58.67,59.39,52.29,High
28,Paschim Vihar,Residential,2020,5,May,66.84,58.53,59.39,52.29,High
28,Paschim Vihar,Residential,2020,6,Jun,67.19,59.38,59.39,52.29,High
28,Paschim Vihar,Residential,2020,7,Jul,67.01,59.51,59.39,52.29,High
28,Paschim Vihar,Residential,2020,8,Aug,66.6,59.03,59.39,52.29,High
28,Paschim Vihar,Residential,2020,9,Sep,65.9,58.58,59.39,52.29,High
28,Paschim Vihar,Residential,2020,10,Oct,66.92,59.42,59.39,52.29,High
28,Paschim Vihar,Residential,2020,11,Nov,66.05,58.7,59.39,52.29,High
28,Paschim Vihar,Residential,2020,12,Dec,65.29,58.74,59.39,52.29,High
28,Paschim Vihar,Residential,2021,1,Jan,67.72,60.37,59.39,52.29,High
