S_No,Location,City,Zone_Type,CPCB_Day_Std_dB,CPCB_Night_Std_dB,Year,Month,Month_Name,Noise_Day_dB,Noise_Night_dB,Excess_Day_dB,Excess_Night_dB,Zone_Category
18,Mulund (W),Mumbai,Residential,55,45,2023,9,Sep,67.61,57.64,12.61,12.64,High
18,Mulund (W),Mumbai,Residential,55,45,2023,10,Oct,68.03,57.8,13.03,12.8,High
18,Mulund (W),Mumbai,Residential,55,45,2023,11,Nov,68.3,58.12,13.3,13.12,High
18,Mulund (W),Mumbai,Residential,55,45,2023,12,Dec,68.19,57.99,13.19,12.99,High
18,Mulund (W),Mumbai,Residential,55,45,2024,1,Jan,68.53,58.71,13.53,13.71,High
18,Mulund (W),Mumbai,Residential,55,45,2024,2,Feb,67.93,57.91,12.93,12.91,High
18,Mulund (W),Mumbai,Residential,55,45,2024,3,Mar,68.55,58.31,13.55,13.31,High
18,Mulund (W),Mumbai,Residential,55,45,2024,4,Apr,68.85,58.55,13.85,13.55,High
18,Mulund (W),Mumbai,Residential,55,45,2024,5,May,68.93,59.0,13.93,14.0,High
18,Mulund (W),Mumbai,Residential,55,45,2024,6,Jun,67.02,57.43,12.02,12.43,High
18,Mulund (W),Mumbai,Residential,55,45,2024,7,Jul,67.17,57.07,12.17,12.07,High
18,Mulund (W),Mumbai,Residential,55,45,2024,8,Aug,67.35,57.83,12.35,12.83,High
18,Mulund (W),Mumbai,Residential,55,45,2024,9,Sep,67.71,57.85,12.71,12.85,High
18,Mulund (W),Mumbai,Residential,55,45,2024,10,Oct,67.82,57.98,12.82,12.98,High
18,Mulund (W),Mumbai,Residential,55,45,2024,11,Nov,68.29,58.24,13.29,13.24,High
18,Mulund (W),Mumbai,Residential,55,45,2024,12,Dec,68.98,58.51,13.98,13.51,High
